Group,Name,CourseNumber,StartDate,Days,Time,Period,Credits,Campus,Fee,Teacher,Detail
Business and Leadership,Introduction to Accounting I: Financial Accounting,ACCT.X400.(7),1/16/2019,Wed,06:00 PM,2019.01.16-2019.03.27,4.0,SANTA CLARA,$775,Dianne V Conry,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5569037&SectionID=6295435
Business and Leadership,Introduction to Accounting I: Financial Accounting,ACCT.X400.(806),9/10/2018,Mon,NA,2018.09.10-2018.12.21,4.0,ONLINE,$775,Dianne V Conry,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5569037&SectionID=6195141
Business and Leadership,Creating the Successful Team,PPMT.X403.(4),10/20/2018,Sat,08:30 AM,2018.10.20-2018.10.27,1.5,SANTA CLARA,$750,Sanjay Bhatia,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5574019&SectionID=6196133
Business and Leadership,Finance for the Business Professional,BUSM.X403.(806),1/7/2019,Mon,NA,2019.01.07-2019.03.28,1.0,ONLINE,$600,Dianne V Conry,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5578723&SectionID=6295875
Business and Leadership,Finance for the Business Professional,BUSM.X403.(5),10/3/2018,Wed,06:00 PM,2018.10.03-2018.10.24,1.0,SANTA CLARA,$600,Dianne V Conry,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5578723&SectionID=6195475
Business and Leadership,Applied Organizational Behavior and Coaching,BUSM.X411.(3),9/5/2018,Wed,06:00 PM,2018.09.05-2018.11.07,3.0,SANTA CLARA,$750,Jeff T Cox,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5601669&SectionID=6195189
Business and Leadership,Business and Professional Writing,BUSM.X414.(3),9/18/2018,Tue,06:00 PM,2018.09.18-2018.10.23,2.0,SANTA CLARA,$700,Linda Rodgers-Price,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5570461&SectionID=6195249
Business and Leadership,Marketing Operations 2.0: Tactical Discipline to Strategic Vision,MKTG.X404.(3),9/10/2018,Mon,06:00 PM,2018.09.10-2018.10.22,2.0,SANTA CLARA,$700,Lynn Hunsaker,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5593409&SectionID=6205477
Business and Leadership,Business Statistics I,BUSM.X406.(803),9/17/2018,Mon,NA,2018.09.17-2018.11.13,2.5,ONLINE,$720,Laurence O'Connell,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5579267&SectionID=6195433
Business and Leadership,Product Management: Moving the Product to Market,MKTG.X406.(3),1/17/2019,Thu,06:00 PM,2019.01.17-2019.02.28,2.0,SANTA CLARA,$700,Alakh K Verma,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5594547&SectionID=6297583
Business and Leadership,Facilitation Skills,HRMT.X406.(3),10/26/2018,Fri,09:00 AM,2018.10.26-2018.11.03,2.0,SANTA CLARA,$725,Tara L Martin-Milius,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5581429&SectionID=6195573
Business and Leadership,Business Communications,BUSM.X404.(3),1/15/2019,Tue,06:00 PM,2019.01.15-2019.03.05,2.0,SANTA CLARA,$700,Craig A Harrison,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5579201&SectionID=6295585
Business and Leadership,"Organizational Development and Change, Introduction",HRMT.X401.(5),2/23/2019,Sat,09:00 AM,2019.02.23-2019.03.16,2.0,SANTA CLARA,$710,Judy A Lacroix,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5582189&SectionID=6296323
Business and Leadership,"Organizational Development and Change, Introduction",HRMT.X401.(4),9/8/2018,Sat,09:00 AM,2018.09.08-2018.09.29,2.0,SANTA CLARA,$710,Judy A Lacroix,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5582189&SectionID=6195801
Business and Leadership,Business Law and Its Environment,BUSM.X409.(3),9/10/2018,Mon,06:00 PM,2018.09.10-2018.11.19,3.0,SANTA CLARA,$745,Reynold H Lewke,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5570697&SectionID=6195375
Business and Leadership,"Finance I, Fundamentals",BUSM.X405.(3),1/10/2019,Thu,06:00 PM,2019.01.10-2019.02.28,3.0,SANTA CLARA,$745,Ly-Huong T Pham,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5579377&SectionID=6295781
Business and Leadership,Principles of Marketing,MKTG.X400.(5),1/14/2019,Mon,06:00 PM,2019.01.14-2019.03.04,2.0,SANTA CLARA,$700,Ly-Huong T Pham,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5592473&SectionID=6297533
Business and Leadership,Principles of Marketing,MKTG.X400.(4),9/11/2018,Tue,06:00 PM,2018.09.11-2018.10.16,2.0,SANTA CLARA,$700,Ly-Huong T Pham,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5592473&SectionID=6196711
Business and Leadership,"Effective Negotiations: Principles, Strategies, and Techniques",BUSM.X416.(3),2/2/2019,Sat,08:30 AM,2019.02.02-2019.02.09,1.5,SANTA CLARA,$700,Sanjay Bhatia,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5576305&SectionID=6295655
Business and Leadership,"Effective Negotiations: Principles, Strategies, and Techniques",BUSM.X416.(2),8/18/2018,Sat,08:30 AM,2018.08.18-2018.08.25,1.5,SANTA CLARA,$700,Sanjay Bhatia,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5576305&SectionID=6104987
Business and Leadership,Business Economics,BUSM.X401.(3),9/13/2018,Thu,06:00 PM,2018.09.13-2018.11.01,2.0,SANTA CLARA,$700,Malkiat Singh Sandhu,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5601793&SectionID=6195321
Business and Leadership,Introduction to Accounting II: Managerial Accounting,ACCT.X401.(4),9/13/2018,Thu,06:00 PM,2018.09.13-2018.11.15,4.0,SANTA CLARA,$775,Tharan J Lanier,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5568965&SectionID=6198113
Business and Leadership,"Human Resource Management, Introduction",HRMT.X400.(5),1/5/2019,Sat,09:00 AM,2019.01.05-2019.01.12,1.5,SANTA CLARA,$650,Denise Pringle,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5581645&SectionID=6208393
Business and Leadership,"Human Resource Management, Introduction",HRMT.X400.(4),11/17/2018,Sat,09:00 AM,2018.11.17-2018.12.01,1.5,SANTA CLARA,$650,David Lee Swanson,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5581645&SectionID=6196835
Business and Leadership,"Human Resource Management, Introduction",HRMT.X400.(3),8/25/2018,Sat,09:00 AM,2018.08.25-2018.09.08,1.5,SANTA CLARA,$650,David Lee Swanson,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5581645&SectionID=6105361
CPA Preparation,Income Tax Accounting,ACCT.X407.(2),9/17/2018,Mon,06:00 PM,2018.09.17-2018.11.26,4.0,SANTA CLARA,$775,Tracy M Cook,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5569223&SectionID=6204069
CPA Preparation,Certified Bookkeeper Program,BOOK.X400.(2),9/7/2018,Fri,06:00 PM,2018.09.07-2018.12.15,7.5,SANTA CLARA,$1450,Revathy Sivasubramaniam,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5569307&SectionID=6198799
CPA Preparation,Auditing and Attestation,ACCT.X405.(1),1/12/2019,Sat,01:00 PM,2019.01.12-2019.03.16,4.0,SANTA CLARA,$775,Haoning  Richter,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5579153&SectionID=6208661
CPA Preparation,Role of the Project Manager,PPMT.X400.(815),1/15/2019,Tue,NA,2019.01.15-2019.02.19,1.5,ONLINE,$775,Sanjay Bhatia,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5574135&SectionID=6299359
CPA Preparation,Role of the Project Manager,PPMT.X400.(14),3/9/2019,Sat,08:30 AM,2019.03.09-2019.03.16,1.5,SANTA CLARA,$775,Alan Tsuda,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5574135&SectionID=6299153
CPA Preparation,Role of the Project Manager,PPMT.X400.(13),1/16/2019,Wed,06:00 PM,2019.01.16-2019.02.13,1.5,SANTA CLARA,$775,Vaidehi R Bhandari,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5574135&SectionID=6299069
CPA Preparation,Role of the Project Manager,PPMT.X400.(811),9/10/2018,Mon,NA,2018.09.10-2018.10.15,1.5,ONLINE,$775,Sanjay Bhatia,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5574135&SectionID=6196385
CPA Preparation,Role of the Project Manager,PPMT.X400.(12),9/5/2018,Wed,05:45 PM,2018.09.05-2018.09.26,1.5,SANTA CLARA,$775,Vaidehi R Bhandari,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5574135&SectionID=6206007
CPA Preparation,Role of the Project Manager,PPMT.X400.(8),8/1/2018,Wed,05:45 PM,2018.08.01-2018.08.29,1.5,SANTA CLARA,$775,Vaidehi R Bhandari,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5574135&SectionID=6112213
CPA Preparation,Business Statistics I,BUSM.X406.(803),9/17/2018,Mon,NA,2018.09.17-2018.11.13,2.5,ONLINE,$720,Laurence O'Connell,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5579267&SectionID=6195433
CPA Preparation,"Organizational Development and Change, Introduction",HRMT.X401.(5),2/23/2019,Sat,09:00 AM,2019.02.23-2019.03.16,2.0,SANTA CLARA,$710,Judy A Lacroix,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5582189&SectionID=6296323
CPA Preparation,"Organizational Development and Change, Introduction",HRMT.X401.(4),9/8/2018,Sat,09:00 AM,2018.09.08-2018.09.29,2.0,SANTA CLARA,$710,Judy A Lacroix,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5582189&SectionID=6195801
CPA Preparation,Business Law and Its Environment,BUSM.X409.(3),9/10/2018,Mon,06:00 PM,2018.09.10-2018.11.19,3.0,SANTA CLARA,$745,Reynold H Lewke,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5570697&SectionID=6195375
CPA Preparation,"Finance I, Fundamentals",BUSM.X405.(3),1/10/2019,Thu,06:00 PM,2019.01.10-2019.02.28,3.0,SANTA CLARA,$745,Ly-Huong T Pham,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5579377&SectionID=6295781
CPA Preparation,Principles of Marketing,MKTG.X400.(5),1/14/2019,Mon,06:00 PM,2019.01.14-2019.03.04,2.0,SANTA CLARA,$700,Ly-Huong T Pham,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5592473&SectionID=6297533
CPA Preparation,Principles of Marketing,MKTG.X400.(4),9/11/2018,Tue,06:00 PM,2018.09.11-2018.10.16,2.0,SANTA CLARA,$700,Ly-Huong T Pham,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5592473&SectionID=6196711
CPA Preparation,Implementing Marketing and Sales Strategies,MKTG.X403.(4),3/11/2019,Mon,06:00 PM,2019.03.11-2019.04.15,2.0,SANTA CLARA,$700,Ly-Huong T Pham,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5592615&SectionID=6297037
CPA Preparation,Implementing Marketing and Sales Strategies,MKTG.X403.(3),10/23/2018,Tue,06:00 PM,2018.10.23-2018.11.27,2.0,SANTA CLARA,$700,Ly-Huong T Pham,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5592615&SectionID=6196661
CPA Preparation,Intermediate Accounting II,ACCT.X403.(4),9/25/2018,Tue,06:00 PM,2018.09.25-2018.11.27,4.0,SANTA CLARA,$775,Terry E Mullin,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5568813&SectionID=6195057
CPA Preparation,Integrated Marketing Communication,MKTG.X408.(5),1/16/2019,Wed,06:00 PM,2019.01.16-2019.03.13,2.5,SANTA CLARA,$725,Patrick J Williams,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5593301&SectionID=6296837
CPA Preparation,Integrated Marketing Communication,MKTG.X408.(804),10/1/2018,Mon,NA,2018.10.01-2018.11.27,2.5,ONLINE,$725,Michael H Savod,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5593301&SectionID=6195933
CPA Preparation,Intermediate Accounting I,ACCT.X402.(4),1/15/2019,Tue,06:00 PM,2019.01.15-2019.04.02,4.0,SANTA CLARA,$775,Ray CK Chau,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5568885&SectionID=6295331
CPA Preparation,Project Leadership and Communication,PPMT.X415.(9),2/1/2019,Fri,06:30 PM,2019.02.01-2019.04.12,3.0,SANTA CLARA,$900,Alan Tsuda,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5575383&SectionID=6299007
CPA Preparation,Project Leadership and Communication,PPMT.X415.(807),9/26/2018,Wed,NA,2018.09.26-2018.12.07,3.0,ONLINE,$900,Sanjay Bhatia,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5575383&SectionID=6196341
CPA Preparation,Project Leadership and Communication,PPMT.X415.(8),9/20/2018,Thu,06:30 PM,2018.09.20-2018.11.29,3.0,SANTA CLARA,$900,Alan Tsuda,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5575383&SectionID=6199201
CPA Preparation,Introduction to Accounting II: Managerial Accounting,ACCT.X401.(4),9/13/2018,Thu,06:00 PM,2018.09.13-2018.11.15,4.0,SANTA CLARA,$775,Tharan J Lanier,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5568965&SectionID=6198113
CPA Preparation,Introduction to Accounting I: Financial Accounting,ACCT.X400.(7),1/16/2019,Wed,06:00 PM,2019.01.16-2019.03.27,4.0,SANTA CLARA,$775,Dianne V Conry,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5569037&SectionID=6295435
CPA Preparation,Introduction to Accounting I: Financial Accounting,ACCT.X400.(806),9/10/2018,Mon,NA,2018.09.10-2018.12.21,4.0,ONLINE,$775,Dianne V Conry,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5569037&SectionID=6195141
CPA Preparation,Finance for the Business Professional,BUSM.X403.(806),1/7/2019,Mon,NA,2019.01.07-2019.03.28,1.0,ONLINE,$600,Dianne V Conry,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5578723&SectionID=6295875
CPA Preparation,Finance for the Business Professional,BUSM.X403.(5),10/3/2018,Wed,06:00 PM,2018.10.03-2018.10.24,1.0,SANTA CLARA,$600,Dianne V Conry,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5578723&SectionID=6195475
CPA Preparation,Business and Professional Writing,BUSM.X414.(3),9/18/2018,Tue,06:00 PM,2018.09.18-2018.10.23,2.0,SANTA CLARA,$700,Linda Rodgers-Price,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5570461&SectionID=6195249
Human Resource Management,Instructional Needs Assessment and Evaluation,INDD.X408.(2),8/18/2018,Sat,08:30 AM,2018.08.18-2018.08.25,1.5,SANTA CLARA,$610,Jasmina Topalovic,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5687635&SectionID=6254975
Human Resource Management,Designing Training Programs,INDE.X407.(1),11/6/2018,Tue,06:00 PM,2018.11.06-2018.11.17,2.0,SANTA CLARA,$660,Purnima J Krishnamurthy,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=6227943&SectionID=6227971
Human Resource Management,Leading People Through Change,HRMT.X412.(803),3/5/2019,Tue,NA,2019.03.05-2019.03.19,0.5,ONLINE,$475,Lynn M Hughes,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5582205&SectionID=6296525
Human Resource Management,Leading People Through Change,HRMT.X412.(802),8/14/2018,Tue,NA,2018.08.14-2018.08.28,0.5,ONLINE,$475,Lynn M Hughes,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5582205&SectionID=6105423
Human Resource Management,"Organizational Development and Change, Introduction",HRMT.X401.(5),2/23/2019,Sat,09:00 AM,2019.02.23-2019.03.16,2.0,SANTA CLARA,$710,Judy A Lacroix,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5582189&SectionID=6296323
Human Resource Management,"Organizational Development and Change, Introduction",HRMT.X401.(4),9/8/2018,Sat,09:00 AM,2018.09.08-2018.09.29,2.0,SANTA CLARA,$710,Judy A Lacroix,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5582189&SectionID=6195801
Human Resource Management,"Effective Negotiations: Principles, Strategies, and Techniques",BUSM.X416.(3),2/2/2019,Sat,08:30 AM,2019.02.02-2019.02.09,1.5,SANTA CLARA,$700,Sanjay Bhatia,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5576305&SectionID=6295655
Human Resource Management,"Effective Negotiations: Principles, Strategies, and Techniques",BUSM.X416.(2),8/18/2018,Sat,08:30 AM,2018.08.18-2018.08.25,1.5,SANTA CLARA,$700,Sanjay Bhatia,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5576305&SectionID=6104987
Human Resource Management,"Human Resource Management, Introduction",HRMT.X400.(5),1/5/2019,Sat,09:00 AM,2019.01.05-2019.01.12,1.5,SANTA CLARA,$650,Denise Pringle,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5581645&SectionID=6208393
Human Resource Management,"Human Resource Management, Introduction",HRMT.X400.(4),11/17/2018,Sat,09:00 AM,2018.11.17-2018.12.01,1.5,SANTA CLARA,$650,David Lee Swanson,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5581645&SectionID=6196835
Human Resource Management,"Human Resource Management, Introduction",HRMT.X400.(3),8/25/2018,Sat,09:00 AM,2018.08.25-2018.09.08,1.5,SANTA CLARA,$650,David Lee Swanson,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5581645&SectionID=6105361
Human Resource Management,Compensation Management,HRMT.X404.(806),1/10/2019,Thu,NA,2019.01.10-2019.03.07,2.0,ONLINE,$750,Lynn M Hughes,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5581585&SectionID=6296483
Human Resource Management,Compensation Management,HRMT.X404.(805),9/17/2018,Mon,NA,2018.09.17-2018.11.13,2.0,ONLINE,$750,Lynn M Hughes,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5581585&SectionID=6205531
Human Resource Management,Effective Employee Relations,HRMT.X414.(4),10/22/2018,Mon,05:00 PM,2018.10.22-2018.11.19,1.5,SANTA CLARA,$700,Jill Podolsky,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5581815&SectionID=6196587
Human Resource Management,Managing the Staffing Function,HRMT.X409.(6),1/29/2019,Tue,06:00 PM,2019.01.29-2019.03.05,1.5,SANTA CLARA,$750,Leon J Bezdikian,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5581705&SectionID=6296249
